student_id,age,parental_education,study_hours_week,attendance_rate,sleep_hours,previous_scores,final_grade,gender_  F ,gender_  M ,gender_F,gender_Female,gender_M,gender_Male,extracurricular_  Yes ,extracurricular_NO,extracurricular_No,extracurricular_YES,extracurricular_Yes,tutoring_  Yes ,tutoring_NO,tutoring_No,tutoring_YES,tutoring_Yes,internet_quality_  Good ,internet_quality_  Poor ,internet_quality_EXCELLENT,internet_quality_Excellent,internet_quality_GOOD,internet_quality_Good,internet_quality_POOR,internet_quality_Poor,family_income_  Low ,family_income_  Medium ,family_income_HIGH,family_income_High,family_income_LOW,family_income_Low,family_income_MEDIUM,family_income_Medium,health_status_  Good ,health_status_  Poor ,health_status_EXCELLENT,health_status_Excellent,health_status_GOOD,health_status_Good,health_status_POOR,health_status_Poor,study_efficiency,sleep_quality,engagement_score
STD01895,23,2.0,-1.8041387946657717,0.8689940479727633,0.19811416844590057,-0.5666214977249027,83.1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7046314659652884,0.17216003319856102,0.0
STD00428,20,2.0,-1.848001663235079,0.052758710806200065,-0.6180349169373061,0.2899077215718526,79.25,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.34187164264026415,-0.03260672545082921,0.052758710806200065
STD00545,22,,1.5493768841330928,0.24766581555991313,-0.47499847929282674,0.25092535508047054,100.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.09842615136357012,-0.11764088576377645,0.0
STD01040,25,4.0,-0.1852001911076993,0.5138080042845254,0.6945347461532114,-3.196848392379542,84.52,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-3.923477101357663,0.35685751182724107,0.5138080042845254
STD02164,25,,0.6820883465126966,0.02060398540266924,-0.99666078129034,-0.20386892065231957,99.52,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.1211998888613552,-0.020535184189119083,0.02060398540266924
STD00332,19,,-0.22706929292385616,-1.0424807052463874,0.6608791137662751,-1.6916959084067347,88.11,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-2.1886773198675367,-0.6889537246016739,-0.0
STD00115,23,2.0,-1.056476262234396,0.24766581555991313,-0.4245150307124218,0.12531550749712875,89.63,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-2.2189058294443464,-0.10513786129883351,0.0
STD00604,18,2.0,1.0489414290923582,0.02060398540266924,-0.9461773327099351,-2.025211710610781,96.28,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.9884185471850755,-0.01949502395149202,0.02060398540266924
STD00047,25,,0.2334908270538711,0.22491016373587525,-0.003819625875717607,0.3981920729368027,86.98,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.3228172145291618,-0.0008590726811174329,0.22491016373587525
STD01631,19,3.0,-0.7334860482240415,2.084937356309375,-1.1985945756119574,-1.6505478548880534,86.04,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-6.193101126186313,-2.498994605763152,0.0
STD00147,22,2.0,-1.0465074284686442,0.7037682282069255,0.559912216605466,0.7533647454138392,85.92,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-16.198804582837035,0.3940484286318411,0.0
STD00626,21,4.0,0.47473660418506186,-0.05805141981519967,-0.517068019776497,1.4290590979311275,100.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.9690266681356461,0.03001653268905939,-0.05805141981519967
STD01246,21,2.0,-0.20314409188605229,-0.6348577247462369,0.5010148599283272,0.4642455272694222,88.54,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5825965805640192,-0.3180731540381524,-0.6348577247462369
STD01155,21,3.0,-1.0086258601587879,0.7938014593368127,2.436213722177167,1.0771349559950396,93.55,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-124.87275890946083,1.9338700079206035,0.0
STD00526,19,2.0,-1.3136721733907892,0.6315437680697626,-1.7370846938029392,0.22277142372558373,83.88,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.7102046104932725,-1.0970450129806182,0.0
STD00268,23,4.0,-1.3276285406628416,-0.4923875568044372,0.8291572757009569,-0.6824857536853994,84.28,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2.0831083650546085,-0.4082667251890173,-0.4923875568044372
STD00994,24,3.0,-0.5440782066747597,0.05374808697246307,2.3604885493065604,-0.3403072033721573,93.33,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.7464157413712242,0.12687174384563218,0.05374808697246307
STD02063,23,4.0,0.482711671197663,0.3980509928318127,-0.6937600898079127,0.8833059670517798,100.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.5957368409586254,-0.27615189253512723,0.3980509928318127
STD02377,21,,-0.045636518387175605,0.27240021971647566,-0.003819625875717607,-0.5178935396106756,72.05,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.5426585882513679,-0.001040466927780212,0.27240021971647566
STD01935,19,2.0,-0.045636518387175605,0.02060398540266924,-1.5856343480617252,0.05601352262356061,100.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.05869202217262199,-0.03267038696143474,0.0
STD00244,21,,0.5345496067795716,-0.04518952965378692,-0.19733951210060188,0.7836843637960255,93.68,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.5106934049793783,0.008917679733933991,-0.04518952965378692
STD02285,25,,0.11187105511170073,0.05473746313872537,0.3074949737034436,-0.3652126041860955,91.28,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.3284666891066838,0.01683149478843557,0.0
STD01355,21,3.0,-0.9009624554886697,-0.2400966344074993,0.28225324941324115,0.21844004967098582,86.83,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2.2056286911070924,-0.06776805523469967,-0.2400966344074993
STD00348,20,2.0,-1.8559767302476802,0.46038169130634976,-0.2730646849712085,0.00403703396838411,79.58,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.00471628938699768,-0.12571398150308055,0.46038169130634976
STD00890,21,3.0,-1.7164130575271568,1.3735758927666375,0.8207433676042222,-2.9586228193766515,73.44,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4.129772326580605,1.127353303889266,1.3735758927666375
STD00895,24,3.0,-1.3854477765042013,0.11508940928073781,0.38322014657405024,0.4718254318649688,84.27,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-1.224096909169292,0.0441045802936852,0.11508940928073781
STD00942,21,2.0,-1.1920524014486187,2.1146186412972496,-2.519578146799209,-0.10424731739656604,80.05,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.5428066330347666,-5.327946917426785,0.0
STD01717,24,2.0,0.04607675225773964,0.9461653889412384,-0.508654111679763,0.6754000124310753,100.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.6456505327867812,-0.4812709154140431,0.0
STD01666,23,2.0,-1.2837656720935342,-1.4837424753994617,0.9385380809584991,1.2092418646602803,92.43,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-4.261409971610987,-1.392548815498024,-0.0
STD02101,21,2.0,-0.617847576541322,-1.8686098040755743,1.2919222210213306,0.5627842870115273,96.74,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.4726696795954795,-2.4140985283035494,-1.8686098040755743
STD02260,19,2.0,0.2474471943259235,0.6137349970770384,-0.7274157221948491,-0.029531114954749912,92.81,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.023673238505865158,-0.44644048613504744,0.6137349970770384
STD00318,22,2.0,0.7239574483288538,-1.9536961543741491,0.9721937133454363,-0.5233077571789228,97.43,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.3035502747972113,-1.8993711190697027,-1.9536961543741491
STD00703,19,2.0,-0.42843973499204036,1.3834696544292635,-0.9714190570001375,2.1101676680166648,94.2,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3.691942560050563,-1.3439287870939813,1.3834696544292635
STD02370,22,3.0,0.6302504109307879,0.02060398540266924,0.8964685404748296,-0.5027337304195825,100.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.3083782264667842,0.01847082472189559,0.02060398540266924
STD01444,25,,-1.550930417015679,-2.051644394834137,-0.06271698255285643,1.332686025216322,80.13,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-2.418973402186278,0.12867294571547827,-0.0
STD02496,18,3.0,1.2343617371353395,0.8422808914836747,-2.283988720090654,-0.08042476009627636,100.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.03599451188212184,-1.9237600552966132,0.8422808914836747
STD00233,18,,-0.22308175941755556,0.3406671751885879,0.013008190317750202,-0.548213157992861,85.13,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.7056252889388637,0.0044314634498635016,0.3406671751885879
STD00044,19,,-0.1413373225383918,0.02060398540266924,1.216197048150724,-1.2054991707781084,93.17,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-1.4039263641245285,0.025058506226866936,0.02060398540266924
STD01492,25,,0.35909813250234235,-0.9425537124538744,-1.3584588294499054,0.8713946884016353,92.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.641156563726007,1.2804204129137529,-0.9425537124538744
STD00062,25,2.0,5.943638808076432,-0.5824207879343244,0.6861208380564767,-1.9634896303327594,88.32,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.2827753119947633,-0.39961103911901213,-0.5824207879343244
STD00139,20,3.0,-0.045636518387175605,1.1202955942034374,1.5611672801168215,-1.492452701895227,92.53,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-1.5638200021788973,1.7489688257294387,1.1202955942034374
STD00177,25,,-0.8052616513374535,0.02060398540266924,1.636892452987428,1.638047896065482,93.49,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,8.411532229350385,0.033726508207092415,0.02060398540266924
STD02420,23,2.0,-0.045636518387175605,-0.2865973142218374,0.6440512975728064,-0.08908750820547295,82.19,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,-0.09334756612325497,-0.1845833721054557,-0.0
STD01557,22,,0.5943626093740819,-0.19656408309194953,-0.7021739979046466,1.4972782392910473,93.47,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.9391077227274238,0.13802218806913535,-0.0
STD00747,24,2.0,0.07598325355499475,-1.6103826246810617,-0.6516905493242424,-0.6998112499037918,91.2,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.6503923249657005,1.0494711373006165,-1.6103826246810617
STD00702,22,4.0,0.02215155121993577,0.02060398540266924,1.3171639453115338,-0.8319181585690308,100.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.8138892491784983,0.027138826702121067,0.0
STD02329,21,2.0,-0.8032678845843032,0.8086421018307508,-2.039985385285366,0.6277548978304974,83.55,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3.1909121523145596,-1.6496180696611724,0.0
STD01327,23,2.0,-0.6656979786169301,0.11410003311447552,-1.6277038885453963,-0.5904440550251916,78.82,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.7661994760977344,-0.18572106758359028,0.11410003311447552
STD01653,24,3.0,1.2283804368758888,-1.6766708278206495,0.6861208380564767,0.536796042683939,100.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.2408906638206303,-1.1503987935291506,-1.6766708278206495
STD01008,21,2.0,-1.941708700633145,-1.3185166556336247,-0.03747525826265397,-0.25801109633479463,63.24,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.273981854644992,0.04941175219348088,-0.0
STD02336,24,,-0.045636518387175605,0.40299787366312567,-0.003819625875717607,0.0430194004597661,89.56,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.045076536653587754,-0.00153930110610285,0.0
STD01286,18,2.0,-0.007754950077319332,-0.02738075866106195,0.05507773080142047,0.00403703396838411,100.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.004068585646961595,-0.0015080700546726321,-0.0
STD01678,25,2.0,0.38102956678699595,-0.5230582179585749,-0.37403158213201765,0.5822754702572183,99.82,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.42162418840307564,0.19564029281019948,-0.0
STD01704,21,,0.7100010810568014,0.22886766840092518,-0.7526574464850515,0.00403703396838411,95.06,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0023608370854883752,-0.17225895488162785,0.0
STD00679,24,,0.6023376763866835,-0.7802960211868243,0.9553658971519684,1.2514727616926093,100.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7810293548827458,-0.7454682083252617,-0.7802960211868243
STD01074,25,,-0.045636518387175605,0.02060398540266924,1.1909553238605222,-0.4139405623003234,82.94,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.4337347040990981,0.024538426108053416,0.02060398540266924
STD00828,23,,-0.045636518387175605,0.0636418486350882,-0.8031408950654557,-0.030613958468399968,85.98,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.03207788128760331,-0.051113371276404994,0.0
STD01610,18,3.0,2.0179120711234213,-1.926982997885062,1.7462732582449718,-0.6673259444943063,100.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.2211217321006617,-3.365038878299411,-0.0
STD02157,22,,-0.9667567583426308,-2.188178305778362,1.914551420179653,1.8145513887903504,91.78,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,54.58406877080553,-4.189379882934269,-0.0
STD01466,22,3.0,-0.6537353780980281,-1.778576572945687,0.9721937133454363,0.00403703396838411,100.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.011658811536129153,-1.7291209629212676,-1.778576572945687
STD02237,25,2.0,0.3710607330212445,0.5395317846073509,-0.5002402035830285,0.6483289245898377,99.92,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.4728666710198839,-0.26989548977149586,0.0
STD02297,23,4.0,-0.045636518387175605,0.35946532234757517,1.8304123392123124,-0.7680303912637099,93.09,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.8047566844927665,0.6579697615439329,0.35946532234757517
STD01140,21,2.0,2.0956689744962844,1.5289079508698509,-1.0807998622576804,3.105300857060556,100.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0031114058523776,-1.6524435027048072,0.0
STD00254,24,2.0,-0.025698850855672323,-0.8485629766589373,0.07190554699488903,0.06467627073275643,94.23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.06638221743816874,-0.06101638499627214,-0.8485629766589373
STD01258,24,2.0,0.47074907067876126,0.02060398540266924,-0.012233533972451511,-0.6099352382708826,100.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.41471060592912234,-0.0002520595553914492,0.02060398540266924
STD00238,20,,-1.343578674688044,0.4217960208221129,-0.003819625875717607,-0.20603460767961893,78.95,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.5996722813681329,-0.0016111029954068651,0.4217960208221129
STD01073,20,,0.39697970081219863,-0.4122480873371745,-0.517068019776497,-1.0907177583312617,87.41,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.7807685091609582,0.2131603021760812,-0.0
STD01213,21,,-0.05759911890607772,-2.013058724349899,0.7702599190238181,-0.11724143956035978,89.93,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.12440718372872062,-1.5505784500079438,-0.0
STD00362,24,3.0,0.41292983483740137,0.02060398540266924,2.7895978622399986,-0.12915271821050422,100.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.09140773662364275,0.05747683363291025,0.02060398540266924
STD00718,19,,-0.045636518387175605,-0.5982508065945247,1.0058493457323718,0.08741598451939606,78.08,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.09159611217695339,-0.6017501823969663,-0.5982508065945247
STD01493,23,2.0,0.5126181724949181,0.1596113367625506,-0.020647442069186162,0.00403703396838411,100.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0026689048444561592,-0.003295565829390127,0.1596113367625506
STD00437,18,2.0,-0.03566768462142414,0.6839807048816753,-1.2154223918054259,0.6288377413441467,88.86,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.6520965141537113,-0.8313254642760469,0.6839807048816753
STD02426,22,,0.3750482665275451,0.02060398540266924,-0.003819625875717607,0.5790269397162696,100.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.4210957199186219,-7.86995157869433e-05,0.02060398540266924
STD00595,20,2.0,-1.0943578305442523,-0.40730120650586227,-0.003819625875717607,0.34838127130892554,80.12,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-3.6921288810846535,0.001555738227580792,-0.40730120650586227
STD01540,25,,1.6690028893221125,0.41882789232332535,0.17287244415569814,-0.9477824145295275,100.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.35510730180222855,0.07240380142651281,0.0
STD01778,23,2.0,0.7738016171576122,0.02060398540266924,-1.4089422780303096,-0.08583897766452432,96.51,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.0483926594914684,-0.029029826129740043,0.02060398540266924
STD00695,18,3.0,-1.395416610269953,-1.6707345708230743,0.7618460109270841,-1.2812982167335738,87.95,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3.2403752990012857,-1.2728424680995332,-1.6707345708230743
STD01162,20,2.0,-0.4423961022640926,-1.6905220941483246,-1.055558137967478,0.4685769013240209,84.37,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.8403400751440738,1.784444353892087,-0.0
STD02083,19,2.0,1.3320563080397063,0.9431972604424507,-2.19143573102658,0.8085897646099645,99.24,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.3467282337147569,-2.066956177939969,0.9431972604424507
STD00342,25,3.0,-0.045636518387175605,0.6226393825733998,0.290667157509975,0.0809189234374988,98.83,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.08478836941743628,0.18098081948637598,0.6226393825733998
STD00143,23,3.0,-1.4931111811743194,-0.10850960429458698,-0.5423097440666994,-0.8741490556013615,87.28,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.7727220330304,0.05884581573377629,-0.10850960429458698
STD02146,19,,1.1765425012939799,0.02060398540266924,0.9385380809584991,-0.13023556172415351,99.99,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.059835983743357614,0.01933762491991812,0.0
STD00126,24,2.0,-1.2259464362521744,0.07155685796518804,-0.7863130788719879,0.7425363102773449,86.94,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-3.2863377825026405,-0.05626609330101254,0.07155685796518804
STD00027,20,,1.9421489345037086,1.9622547116928253,-0.517068019776497,-0.026282584413801283,100.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.0089331250724854,-1.0146191580721102,1.9622547116928253
STD02503,21,,-0.06557418591867925,0.2417295585623379,-0.23099514448753825,0.05817920965085918,93.69,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.062261988885717996,-0.055838354307016086,0.0
STD02255,24,2.0,0.38102956678699595,-1.0375338244150745,-0.5843792845503697,0.16321503047486147,98.79,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.1181835888239423,0.6063132740084901,-0.0
